W,gaussian,lorentzian
-5.0,2.680112091795145e-8,0.005676332220641348
-4.995,3.042841273562322e-8,0.005704129137636877
-4.99,3.452610592738473e-8,0.005732183231964912
-4.985,3.915236704469709e-8,0.00576049811364088
-4.98,4.4372177251334536e-8,0.005789077460487446
-4.975,5.025808235410289e-8,0.0058179250197195045
-4.97,5.689101945869148e-8,0.005847044609573153
-4.965,6.436122738559614e-8,0.005876440120980165
-4.96,7.276924856807319e-8,0.005906115519289412
-4.955,8.222703078124971e-8,0.0059360748460366465
-4.95,9.285913772059477e-8,0.005966322220764338
-4.945,1.0480407816091574e-7,0.005996861842893142
-4.94,1.1821576418573336e-7,0.006027697993646631
-4.935,1.3326510978316607e-7,0.006058835038031154
-4.93,1.5014178196012465e-7,0.006090277426872468
-4.925,1.6905611743351713e-7,0.0061220296989112485
-4.92,1.9024121891678017e-7,0.006154096482959156
-4.915,2.1395524603429735e-7,0.0061864825001177225
-4.91,2.404839169663044e-7,0.006219192566061966
-4.905,2.701432380542717e-7,0.006252231593391048
-4.9,3.032824797826072e-7,0.006285604594048114
-4.895,3.402874187978558e-7,0.006319316681811754
-4.89,3.815838669321101e-7,0.006353373074861397
-4.885,4.2764150956391087e-7,0.006387779098419311
-4.88,4.789780770771477e-7,0.006422540187471668
-4.875,5.36163874667233e-7,0.006457661889571494
-4.87,5.998266972928585e-7,0.006493149867726261
-4.865,6.706571581807434e-7,0.006529009903373121
-4.86,7.494144609585244e-7,0.006565247899444697
-4.855,8.369326472157183e-7,0.006601869883528771
-4.85,9.341273530723847e-7,0.0066388820111249434
-4.845,1.0420031101668138e-6,0.006676290569001838
-4.84,1.1616612283546823e-6,0.006714101978658296
-4.835,1.2943082993371462e-6,0.00675232279989228
-4.83,1.44126536240197e-6,0.006790959734481317
-4.825,1.6039777754623574e-6,0.006830019629978361
-4.82,1.7840258366081215e-6,0.006869509483627409
-4.815,1.98313620343551e-6,0.0069094364464029065
-4.81,2.2031941594878135e-6,0.0069498078271776455
-4.805,2.446256779209714e-6,0.006990631097023585
-4.8,2.714567044885911e-6,0.007031913893650635
-4.795,3.0105689710848213e-6,0.007073664025988251
-4.79,3.3369237941542683e-6,0.00711588947891512
-4.785,3.6965272863004496e-6,0.00715859841814245
-4.78,4.092528255713142e-6,0.00720179919525636
-4.775,4.528348296062762e-6,0.00724550035292542
-4.77,5.007702850472704e-6,0.007289710630279313
-4.765,5.534623656744788e-6,0.007334438968465086
-4.76,6.11348264217134e-6,0.007379694516387619
-4.755,6.749017337677128e-6,0.007425486636641135
-4.75,7.446357882287568e-6,0.007471824911638996
-4.745,8.211055689983493e-6,0.007518719149949256
-4.74,9.049113851860432e-6,0.007566179392843774
-4.735,9.967019347134414e-6,0.0076142159210688745
-4.73,1.0971777136901193e-5,0.007662839261846199
-4.725,1.2070946214634726e-5,0.0077120601961123735
-4.72,1.3272677687173774e-5,0.007761889766006636
-4.715,1.4585754959370673e-5,0.007812339282616159
-4.71,1.6019636094616982e-5,0.007863420333988689
-4.705,1.7584498422110608e-5,0.007915144793423113
-4.7,1.9291285459932238e-5,0.007967524828048559
-4.695,2.1151756220739418e-5,0.008020572907703303
