locations,weights
-3.9970536480584338,0.00023772521270018753
-3.9870154378584255,0.0008016024032040122
-3.9769578472307727,0.0008006004002000074
-3.966955847458989,0.0007945883821759773
-3.9568763253182886,0.0008106204302400578
-3.9468316921507647,0.0008016024032040126
-3.93683114561263,0.0008056104152200327
-3.9268183604649387,0.0007975943911879925
-3.9167895729314393,0.0008056104152200327
-3.906735191523314,0.0008106204302400578
-3.8967319313777384,0.0008086164242320479
-3.886727502957437,0.0008036064092120228
-3.8767151447536543,0.000816632448264088
-3.8666259636865465,0.0008086164242320479
-3.8565922888821977,0.0008176344512680931
-3.8465462384689446,0.0008126244362480681
-3.8365331167923995,0.000812624436248068
-3.826503911689751,0.000812624436248068
-3.816499138094019,0.0008216424632841133
-3.806479818392794,0.0008086164242320479
-3.7964714691533623,0.0008146284422560781
-3.7864560992098886,0.0008286564843121485
-3.776355347710009,0.0008206404602801083
-3.766337172883544,0.0008286564843121485
-3.7563150144204602,0.0008226444662881183
-3.746314440065734,0.0008026044062080177
-3.736283988001194,0.0008366725083441888
-3.726279155392005,0.0008226444662881183
-3.7162709238813285,0.0008166324482640881
-3.706266599816461,0.0008386765143521989
-3.696262707050725,0.0008306604903201586
-3.6862410410245188,0.0008246484722961284
-3.6762031666500916,0.0008346685023361787
-3.6661910750449183,0.0008286564843121485
-3.656122217135671,0.0008386765143521989
-3.646114919589243,0.0008326644963281687
-3.6360433582140903,0.0008376745113481939
-3.6260166156393803,0.000842684526368219
-3.615981805477329,0.0008346685023361787
-3.6059634619308545,0.0008406805203602089
-3.5959574203874247,0.000841682523364214
-3.5859337575846615,0.0008356705053401838
-3.5759311571209738,0.0008276544813081436
-3.5659309780250816,0.0008547085624162794
-3.5559295247675977,0.000842684526368219
-3.545913739611577,0.0008446885323762292
-3.535908973156143,0.000844688532376229
-3.5258913099319,0.0008476945413882442
-3.515883627224542,0.0008376745113481939
-3.50584861756177,0.0008677346014683449
-3.495839427075457,0.0008436865293722241
-3.48582487483256,0.0008527045564082693
-3.4758145782575065,0.0008507005504002594
-3.46578679279781,0.0008557105654202845
-3.45576581627377,0.0008657305954603348
-3.4457258276333613,0.0008496985473962543
-3.4356761034180137,0.0008486965443922492
-3.4256759870493942,0.00087274461648837
-3.415675264266698,0.0008697386074763549
-3.4056729260165506,0.0008446885323762292
-3.395649624047321,0.0008597185774363046
-3.3856428644871746,0.0008757506255003851
-3.3756350833365287,0.0008617225834443147
-3.3656300513482105,0.0008747486224963801
